"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Values","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
2100128,"PEEKR-10-NAT","PEEK Natural Rod 10 dia x 1000  L","PEEK",1,1,30.5,,,,,,21,30.5,,,"Rod","Each","dia","10 mm",57.95,1000,,,10,"Rod","Beige",,,,,,
2100129,"PEEKR-100-NAT","PEEK Natural Rod 100 dia x 500 L","PEEK",1,1,1325.65,,,,,,21,1325.65,,,"Rod","Each","dia","100 mm",2121.04,500,,,100,"Rod","Beige",,,,,,
2100130,"PEEKR-130-NAT","PEEK Natural Rod 130 dia x 500 L","PEEK",1,1,2240.2,,,,,,21,2240.2,,,"Rod","Each","dia","130 mm",3136.28,500,,,130,"Rod","Beige",,,"Pre-order",,,
2100131,"PEEKR-150-NAT","PEEK Natural Rod 150 dia x 500 L","PEEK",1,1,2982.55,,,,,,21,2982.55,,,"Rod","Each","dia","150 mm",4175.57,500,,,150,"Rod","Beige",,,"Pre-order",,,
2100132,"PEEKR-16-NAT","PEEK Natural Rod 16 dia x 1000  L","PEEK",1,1,68.3,,,,,,21,68.3,,,"Rod","Each","dia","16 mm",129.77,1000,,,16,"Rod","Beige",,,,,,
2100133,"PEEKR-180-NAT","PEEK Natural Rod 180 dia x 500 L","PEEK",1,1,4295.05,,,,,,21,4295.05,,,"Rod","Each","dia","180 mm",6013.07,500,,,180,"Rod","Beige",,,"Pre-order",,,
2100134,"PEEKR-20-NAT","PEEK Natural Rod 20 dia x 1000  L","PEEK",1,1,106.1,,,,,,21,106.1,,,"Rod","Each","dia","20 mm",190.98,1000,,,20,"Rod","Beige",,,,,,
2100135,"PEEKR-200-NAT","PEEK Natural Rod 200 dia x 500 L","PEEK",1,1,5302.5,,,,,,21,5302.5,,,"Rod","Each","dia","200 mm",7423.5,500,,,200,"Rod","Beige",,,"Pre-order",,,
2100136,"PEEKR-25-NAT","PEEK Natural Rod 25 dia x 1000  L","PEEK",1,1,165.9,,,,,,21,165.9,,,"Rod","Each","dia","25 mm",298.62,1000,,,25,"Rod","Beige",,,"Pre-order",,,
2100137,"PEEKR-30-NAT","PEEK Natural Rod 30 dia x 1000  L","PEEK",1,1,238.4,,,,,,21,238.4,,,"Rod","Each","dia","30 mm",429.12,1000,,,30,"Rod","Beige",,,"Pre-order",,,
2100138,"PEEKR-40-NAT","PEEK Natural Rod 40 dia x 1000  L","PEEK",1,1,424.2,,,,,,21,424.2,,,"Rod","Each","dia","40 mm",678.72,1000,,,40,"Rod","Beige",,,,,,
2100139,"PEEKR-50-NAT","PEEK Natural Rod 50 dia x 1000  L","PEEK",1,1,662.6,,,,,,21,662.6,,,"Rod","Each","dia","50 mm",1060.16,1000,,,50,"Rod","Beige",,,,,,
2100140,"PEEKR-60-NAT","PEEK Natural Rod 60 dia x 500 L","PEEK",1,1,477.25,,,,,,21,477.25,,,"Rod","Each","dia","60 mm",763.6,500,,,60,"Rod","Beige",,,"Pre-order",,,
2100141,"PEEKR-70-NAT","PEEK Natural Rod 70 dia x 500 L","PEEK",1,1,649.45,,,,,,21,649.45,,,"Rod","Each","dia","70 mm",1039.12,500,,,70,"Rod","Beige",,,,,,
2100142,"PEEKR-80-NAT","PEEK Natural Rod 80 dia x 500 L","PEEK",1,1,848.4,,,,,,21,848.4,,,"Rod","Each","dia","80 mm",1357.44,500,,,80,"Rod","Beige",,,,,,
2100143,"PEEKR-90-NAT","PEEK Natural Rod 90 dia x 500 L","PEEK",1,1,1073.65,,,,,,21,1073.65,,,"Rod","Each","dia","90 mm",1717.84,500,,,90,"Rod","Beige",,,"Pre-order",,,
2100144,"PEEKS-06-NAT","PEEK Natural Sheet 1000 x 600  x 6 T","PEEK",1,1,1412.7,,,,,,21,1412.7,,,"Sheet","Each","Thickness","6 mm",2260.32,1000,600,6,,"Sheet","Beige",,,"Pre-order",,,
2100145,"PEEKS-08-NAT","PEEK Natural Sheet 1000 x 600  x 8 T","PEEK",1,1,1805.15,,,,,,21,1805.15,,,"Sheet","Each","Thickness","8 mm",2527.21,1000,600,8,,"Sheet","Beige",,,"Pre-order",,,
2100146,"PEEKS-10-NAT","PEEK Natural Sheet 1000 x 600  x 10 T","PEEK",1,1,2060.25,,,,,,21,2060.25,,,"Sheet","Each","Thickness","10 mm",2884.35,1000,600,10,,"Sheet","Beige",,,,,,
2100147,"PEEKS-12-NAT","PEEK Natural Sheet 1000 x 600  x 12 T","PEEK",1,1,2472.35,,,,,,21,2472.35,,,"Sheet","Each","Thickness","12 mm",3461.29,1000,600,12,,"Sheet","Beige",,,,,,
2100148,"PEEKS-16-NAT","PEEK Natural Sheet 1000 x 600  x 16 T","PEEK",1,1,3296.4,,,,,,21,3296.4,,,"Sheet","Each","Thickness","16 mm",4614.96,1000,600,16,,"Sheet","Beige",,,"Pre-order",,,
2100149,"PEEKS-20-NAT","PEEK Natural Sheet 1000 x 600  x 20 T","PEEK",1,1,4120.5,,,,,,21,4120.5,,,"Sheet","Each","Thickness","20 mm",5768.7,1000,600,20,,"Sheet","Beige",,,"Pre-order",,,
2100150,"PEEKS-25-NAT","PEEK Natural Sheet 1000 x 600  x 25 T","PEEK",1,1,5150.65,,,,,,21,5150.65,,,"Sheet","Each","Thickness","25 mm",7210.91,1000,600,25,,"Sheet","Beige",,,"Pre-order",,,
2100151,"PEEKS-30-NAT","PEEK Natural Sheet 1000 x 600  x 30 T","PEEK",1,1,6180.75,,,,,,21,6180.75,,,"Sheet","Each","Thickness","30 mm",8653.05,1000,600,30,,"Sheet","Beige",,,"Pre-order",,,
2100152,"PEEKS-40-NAT","PEEK Natural Sheet 1000 x 600  x 40 T","PEEK",1,1,8241.05,,,,,,21,8241.05,,,"Sheet","Each","Thickness","40 mm",11537.47,1000,600,40,,"Sheet","Beige",,,"Pre-order",,,
2100153,"PEEKS-50-NAT","PEEK Natural Sheet 1000 x 600  x 50 T","PEEK",1,1,10301.3,,,,,,21,10301.3,,,"Sheet","Each","Thickness","50 mm",14421.82,1000,600,50,,"Sheet","Beige",,,"Pre-order",,,
2100154,"PEEKS-60-NAT","PEEK Natural Sheet 1000 x 600  x 60 T","PEEK",1,1,12361.6,,,,,,21,12361.6,,,"Sheet","Each","Thickness","60 mm",17306.24,1000,600,60,,"Sheet","Beige",,,"Pre-order",,,
2100001,"HDPER-100-BLK","HDPE Black Rod 100 dia x 1000  L","HDPE",1,1,46.8,,,,,,21,46.8,,,"Rod","Each","dia","100 mm",88.92,1000,,,100,"Rod","Black",,,"Pre-order",,,
2100003,"HDPER-120-BLK","HDPE Black Rod 120 dia x 1000  L","UHMWPE",1,1,72.84,,,,,,21,72.84,,,"Rod","Each","dia","120 mm",138.4,1000,,,120,"Rod","Black",,,,,,
2100004,"HDPER-130-BLK","HDPE Black Rod 130 dia x 1000  L","HDPE",1,1,78.9,,,,,,21,78.9,,,"Rod","Each","dia","130 mm",149.91,1000,,,130,"Rod","Black",,,"Pre-order",,,
2100006,"HDPER-150-BLK","HDPE Black Rod 150 dia x 1000  L","HDPE",1,1,105.2,,,,,,21,105.2,,,"Rod","Each","dia","150 mm",189.36,1000,,,150,"Rod","Black",,,"Pre-order",,,
2100008,"HDPER-180-BLK","HDPE Black Rod 180 dia x 1000  L","HDPE",1,1,186.9,,,,,,21,186.9,,,"Rod","Each","dia","180 mm",336.42,1000,,,180,"Rod","Black",,,,,,
2100010,"HDPER-20-BLK","HDPE Black Rod 20 dia x 1000  L","HDPE",1,1,2,,,,,,21,2,,,"Rod","Each","dia","20 mm",3.8,1000,,,20,"Rod","Black",,,,,,
2100012,"HDPER-200-BLK","HDPE Black Rod 200 dia x 1000  L","HDPE",1,1,230.8,,,,,,21,230.8,,,"Rod","Each","dia","200 mm",415.44,1000,,,200,"Rod","Black",,,"Pre-order",,,
2100014,"HDPER-25-BLK","HDPE Black Rod 25 dia x 1000  L","HDPE",1,1,3,,,,,,21,3,,,"Rod","Each","dia","25 mm",5.7,1000,,,25,"Rod","Black",,,,,,
2100016,"HDPER-250-BLK","HDPE Black Rod 250 dia x 1000  L","HDPE",1,1,394.3,,,,,,21,394.3,,,"Rod","Each","dia","250 mm",630.88,1000,,,250,"Rod","Black",,,"Pre-order",,,
2100018,"HDPER-30-BLK","HDPE Black Rod 30 dia x 1000  L","HDPE",1,1,4,,,,,,21,4,,,"Rod","Each","dia","30 mm",7.6,1000,,,30,"Rod","Black",,,,,,
2100020,"HDPER-300-BLK","HDPE Black Rod 300 dia x 1000  L","HDPE",1,1,568.5,,,,,,21,568.5,,,"Rod","Each","dia","300 mm",909.6,1000,,,300,"Rod","Black",,,"Pre-order",,,
2100022,"HDPER-35-BLK","HDPE Black Rod 35 dia x 1000  L","HDPE",1,1,5.9,,,,,,21,5.9,,,"Rod","Each","dia","35 mm",11.21,1000,,,35,"Rod","Black",,,,,,
2100023,"HDPER-40-BLK","HDPE Black Rod 40 dia x 1000  L","HDPE",1,1,7.5,,,,,,21,7.5,,,"Rod","Each","dia","40 mm",14.25,1000,,,40,"Rod","Black",,,,,,
2100025,"HDPER-50-BLK","HDPE Black Rod 50 dia x 1000  L","HDPE",1,1,11.7,,,,,,21,11.7,,,"Rod","Each","dia","50 mm",22.23,1000,,,50,"Rod","Black",,,"Pre-order",,,
2100027,"HDPER-60-BLK","HDPE Black Rod 60 dia x 1000  L","HDPE",1,1,16.7,,,,,,21,16.7,,,"Rod","Each","dia","60 mm",31.73,1000,,,60,"Rod","Black",,,,,,
2100029,"HDPER-70-BLK","HDPE Black Rod 70 dia x 1000  L","HDPE",1,1,23.4,,,,,,21,23.4,,,"Rod","Each","dia","70 mm",44.46,1000,,,70,"Rod","Black",,,"Pre-order",,,
2100031,"HDPER-80-BLK","HDPE Black Rod 80 dia x 1000  L","HDPE",1,1,30.2,,,,,,21,30.2,,,"Rod","Each","dia","80 mm",57.38,1000,,,80,"Rod","Black",,,"Pre-order",,,
2100033,"HDPER-90-BLK","HDPE Black Rod 90 dia x 1000  L","HDPE",1,1,38,,,,,,21,38,,,"Rod","Each","dia","90 mm",72.2,1000,,,90,"Rod","Black",,,,,,
2100035,"HDPES-10-BLK","HDPE Black Sheet 2440 x 1220  x 10 T","HDPE",1,1,167.5,,,,,,21,167.5,,,"Sheet","Each","Thickness","10 mm",301.5,2440,1220,10,,"Sheet","Black",,,,,,
2100037,"HDPES-100-BLK","HDPE Black Sheet 2440 x 1220  x 100 T","HDPE",1,1,1712.2,,,,,,21,1712.2,,,"Sheet","Each","Thickness","100 mm",2397.08,2440,1220,100,,"Sheet","Black",,,"Pre-order",,,
2100039,"HDPES-12-BLK","HDPE Black Sheet 2440 x 1220  x 12 T","HDPE",1,1,205.5,,,,,,21,205.5,,,"Sheet","Each","Thickness","12 mm",369.9,2440,1220,12,,"Sheet","Black",,,,,,
2100041,"HDPES-15-BLK","HDPE Black Sheet 2440 x 1220  x 15 T","HDPE",1,1,257,,,,,,21,257,,,"Sheet","Each","Thickness","15 mm",462.6,2440,1220,15,,"Sheet","Black",,,,,,
2100043,"HDPES-20-BLK","HDPE Black Sheet 2440 x 1220  x 20 T","HDPE",1,1,342.6,,,,,,21,342.6,,,"Sheet","Each","Thickness","20 mm",548.16,2440,1220,20,,"Sheet","Black",,,,,,
2100045,"HDPES-25-BLK","HDPE Black Sheet 2440 x 1220  x 25 T","HDPE",1,1,428.3,,,,,,21,428.3,,,"Sheet","Each","Thickness","25 mm",685.28,2440,1220,25,,"Sheet","Black",,,"Pre-order",,,
2100047,"HDPES-30-BLK","HDPE Black Sheet 2440 x 1220  x 30 T","HDPE",1,1,514,,,,,,21,514,,,"Sheet","Each","Thickness","30 mm",822.4,2440,1220,30,,"Sheet","Black",,,"Pre-order",,,
2100049,"HDPES-40-BLK","HDPE Black Sheet 2440 x 1220  x 40 T","HDPE",1,1,685.4,,,,,,21,685.4,,,"Sheet","Each","Thickness","40 mm",1096.64,2440,1220,40,,"Sheet","Black",,,,,,
2100051,"HDPES-50-BLK","HDPE Black Sheet 2440 x 1220  x 50 T","HDPE",1,1,856.5,,,,,,21,856.5,,,"Sheet","Each","Thickness","50 mm",1370.4,2440,1220,50,,"Sheet","Black",,,,,,
2100053,"HDPES-60-BLK","HDPE Black Sheet 2440 x 1220  x 60 T","HDPE",1,1,1027.9,,,,,,21,1027.9,,,"Sheet","Each","Thickness","60 mm",1644.64,2440,1220,60,,"Sheet","Black",,,,,,
2100055,"HDPES-70-BLK","HDPE Black Sheet 2440 x 1220  x 70 T","HDPE",1,1,1198.3,,,,,,21,1198.3,,,"Sheet","Each","Thickness","70 mm",1917.28,2440,1220,70,,"Sheet","Black",,,,,,
2100057,"HDPES-80-BLK","HDPE Black Sheet 2440 x 1220  x 80 T","HDPE",1,1,1369.6,,,,,,21,1369.6,,,"Sheet","Each","Thickness","80 mm",2191.36,2440,1220,80,,"Sheet","Black",,,"Pre-order",,,
2100059,"P06-BLK","Black Cast Nylon Sheet 2000 x 1000  x 6 T","Black Nylon",1,1,150.6,,,,,,21,150.6,,,"Sheet","Each","Thickness","6 mm",271.08,2000,1000,6,,"Sheet","Black",,,,,,
2100060,"P06-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 6 T","Moly Filled Nylon",1,1,150.6,,,,,,21,150.6,,,"Sheet","Each","Thickness","6 mm",271.08,2000,1000,6,,"Sheet","Black",,,,,,
2100061,"P08-BLK","Black Cast Nylon Sheet 2000 x 1000  x 8 T","Black Nylon",1,1,181,,,,,,21,181,,,"Sheet","Each","Thickness","8 mm",325.8,2000,1000,8,,"Sheet","Black",,,"Pre-order",,,
2100066,"P10-BLK","Black Cast Nylon Sheet 2000 x 1000  x 10 T","Black Nylon",1,1,227,,,,,,21,227,,,"Sheet","Each","Thickness","10 mm",408.6,2000,1000,10,,"Sheet","Black",,,,,,
2100071,"P100-BLK","Black Cast Nylon Sheet 2000 x 1000  x 100 T","Black Nylon",1,1,2267,,,,,,21,2267,,,"Sheet","Each","Thickness","100 mm",3173.8,2000,1000,100,,"Sheet","Black",,,"Pre-order",,,
2100073,"P100-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 100 T","Moly Filled Nylon",1,1,2267,,,,,,21,2267,,,"Sheet","Each","Thickness","100 mm",3173.8,2000,1000,100,,"Sheet","Black",,,,,,
2100075,"P12-BLK","Black Cast Nylon Sheet 2000 x 1000  x 12 T","Black Nylon",1,1,272,,,,,,21,272,,,"Sheet","Each","Thickness","12 mm",489.6,2000,1000,12,,"Sheet","Black",,,,,,
2100077,"P12-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 12 T","Moly Filled Nylon",1,1,272,,,,,,21,272,,,"Sheet","Each","Thickness","12 mm",489.6,2000,1000,12,,"Sheet","Black",,,,,,
2100081,"P15-BLK","Black Cast Nylon Sheet 2000 x 1000  x 15 T","Black Nylon",1,1,354.22,,,,,,21,354.22,,,"Sheet","Each","Thickness","15 mm",566.75,2000,1000,15,,"Sheet","Black",,,,,,
2100083,"P15-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 15 T","Moly Filled Nylon",1,1,354.22,,,,,,21,354.22,,,"Sheet","Each","Thickness","15 mm",566.75,2000,1000,15,,"Sheet","Black",,,,,,
2100087,"P20-BLK","Black Cast Nylon Sheet 2000 x 1000  x 20 T","Black Nylon",1,1,453,,,,,,21,453,,,"Sheet","Each","Thickness","20 mm",724.8,2000,1000,20,,"Sheet","Black",,,"Pre-order",,,
2100089,"P20-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 20 T","Moly Filled Nylon",1,1,453,,,,,,21,453,,,"Sheet","Each","Thickness","20 mm",724.8,2000,1000,20,,"Sheet","Black",,,,,,
2100093,"P25-BLK","Black Cast Nylon Sheet 2000 x 1000  x 25 T","Black Nylon",1,1,567,,,,,,21,567,,,"Sheet","Each","Thickness","25 mm",907.2,2000,1000,25,,"Sheet","Black",,,"Pre-order",,,
2100095,"P25-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 25 T","Moly Filled Nylon",1,1,567,,,,,,21,567,,,"Sheet","Each","Thickness","25 mm",907.2,2000,1000,25,,"Sheet","Black",,,,,,
2100099,"P30-BLK","Black Cast Nylon Sheet 2000 x 1000  x 30 T","Black Nylon",1,1,680,,,,,,21,680,,,"Sheet","Each","Thickness","30 mm",1088,2000,1000,30,,"Sheet","Black",,,"Pre-order",,,
2100101,"P30-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 30 T","Moly Filled Nylon",1,1,680,,,,,,21,680,,,"Sheet","Each","Thickness","30 mm",1088,2000,1000,30,,"Sheet","Black",,,,,,
2100105,"P40-BLK","Black Cast Nylon Sheet 2000 x 1000  x 40 T","Black Nylon",1,1,907,,,,,,21,907,,,"Sheet","Each","Thickness","40 mm",1451.2,2000,1000,40,,"Sheet","Black",,,"Pre-order",,,
2100107,"P40-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 40 T","Moly Filled Nylon",1,1,907,,,,,,21,907,,,"Sheet","Each","Thickness","40 mm",1451.2,2000,1000,40,,"Sheet","Black",,,,,,
2100111,"P50-BLK","Black Cast Nylon Sheet 2000 x 1000  x 50 T","Black Nylon",1,1,1300.96,,,,,,21,1300.96,,,"Sheet","Each","Thickness","50 mm",2081.54,2000,1000,50,,"Sheet","Black",,,"Pre-order",,,
2100113,"P50-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 50 T","Moly Filled Nylon",1,1,1300.96,,,,,,21,1300.96,,,"Sheet","Each","Thickness","50 mm",2081.54,2000,1000,50,,"Sheet","Black",,,,,,
2100117,"P60-BLK","Black Cast Nylon Sheet 2000 x 1000  x 60 T","Black Nylon",1,1,1360,,,,,,21,1360,,,"Sheet","Each","Thickness","60 mm",2176,2000,1000,60,,"Sheet","Black",,,"Pre-order",,,
2100120,"P70-BLK","Black Cast Nylon Sheet 2000 x 1000  x 70 T","Black Nylon",1,1,1587,,,,,,21,1587,,,"Sheet","Each","Thickness","70 mm",2221.8,2000,1000,70,,"Sheet","Black",,,"Pre-order",,,
2100122,"P70-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 70 T","Moly Filled Nylon",1,1,1587,,,,,,21,1587,,,"Sheet","Each","Thickness","70 mm",2221.8,2000,1000,70,,"Sheet","Black",,,,,,
2100124,"P80-BLK","Black Cast Nylon Sheet 2000 x 1000  x 80 T","Black Nylon",1,1,1814,,,,,,21,1814,,,"Sheet","Each","Thickness","80 mm",2539.6,2000,1000,80,,"Sheet","Black",,,,,,
2100126,"P80-MOLY","Moly Filled Cast Nylon Sheet 2000 x 1000  x 80 T","Moly Filled Nylon",1,1,1814,,,,,,21,1814,,,"Sheet","Each","Thickness","80 mm",2539.6,2000,1000,80,,"Sheet","Black",,,,,,
2100188,"POMR08-BLK","Acetal Pom C Black Rod 8 dia x 1000  L","Acetal",1,1,1.2,,,,,,21,1.2,,,"Rod","Each","dia","8 mm",2.28,1000,,,8,"Rod","Black",,,,,,
2100189,"POMR08-BLK/1.2","Acetal Pom C Black Rod 8 dia x 1200  L","Acetal",1,1,1.5,,,,,,21,1.5,,,"Rod","Each","dia","8 mm",2.85,1200,,,8,"Rod","Black",,,"Pre-order",,,
2100190,"POMR10-BLK","Acetal Pom C Black Rod 10 dia x 1000  L","Acetal",1,1,1.25,,,,,,21,1.25,,,"Rod","Each","dia","10 mm",2.38,1000,,,10,"Rod","Black",,,,,,
2100191,"POMR100-BLK","Acetal Pom C Black Rod 100 dia x 1000  L","Acetal",1,1,97.3,,,,,,21,97.3,,,"Rod","Each","dia","100 mm",184.87,1000,,,100,"Rod","Black",,,"Pre-order",,,
2100193,"POMR110-BLK","Acetal Pom C Black Rod 110 dia x 1000  L","Acetal",1,1,120.4,,,,,,21,120.4,,,"Rod","Each","dia","110 mm",216.72,1000,,,110,"Rod","Black",,,"Pre-order",,,
2100194,"POMR12-BLK","Acetal Pom C Black Rod 12 dia x 1000  L","Acetal",1,1,1.4,,,,,,21,1.4,,,"Rod","Each","dia","12 mm",2.66,1000,,,12,"Rod","Black",,,,,,
2100195,"POMR120-BLK","Acetal Pom C Black Rod 120 dia x 1000  L","Acetal",1,1,143.2,,,,,,21,143.2,,,"Rod","Each","dia","120 mm",257.76,1000,,,120,"Rod","Black",,,"Pre-order",,,
2100196,"POMR125-BLK","Acetal Pom C Black Rod 125 dia x 1000  L","Acetal",1,1,151.5,,,,,,21,151.5,,,"Rod","Each","dia","125 mm",272.7,1000,,,125,"Rod","Black",,,"Pre-order",,,
2100198,"POMR130-BLK","Acetal Pom C Black Rod 130 dia x 1000  L","Acetal",1,1,168,,,,,,21,168,,,"Rod","Each","dia","130 mm",302.4,1000,,,130,"Rod","Black",,,"Pre-order",,,
2100200,"POMR140-BLK","Acetal Pom C Black Rod 140 dia x 1000  L","Acetal",1,1,194.2,,,,,,21,194.2,,,"Rod","Each","dia","140 mm",349.56,1000,,,140,"Rod","Black",,,,,,
2100201,"POMR15-BLK","Acetal Pom C Black Rod 15 dia x 1000  L","Acetal",1,1,2.2,,,,,,21,2.2,,,"Rod","Each","dia","15 mm",4.18,1000,,,15,"Rod","Black",,,,,,
2100202,"POMR150-BLK","Acetal Pom C Black Rod 150 dia x 1000  L","Acetal",1,1,218.5,,,,,,21,218.5,,,"Rod","Each","dia","150 mm",393.3,1000,,,150,"Rod","Black",,,,,,
2100204,"POMR160-BLK","Acetal Pom C Black Rod 160 dia x 1000  L","Acetal",1,1,254.5,,,,,,21,254.5,,,"Rod","Each","dia","160 mm",458.1,1000,,,160,"Rod","Black",,,"Pre-order",,,
2100205,"POMR180-BLK","Acetal Pom C Black Rod 180 dia x 1000  L","Acetal",1,1,314.8,,,,,,21,314.8,,,"Rod","Each","dia","180 mm",503.68,1000,,,180,"Rod","Black",,,,,,
2100207,"POMR190-BLK","Acetal Pom C Black Rod 190 dia x 1000  L","Acetal",1,1,332.29,,,,,,21,332.29,,,"Rod","Each","dia","190 mm",531.66,1000,,,190,"Rod","Black",,,,,,
2100208,"POMR20-BLK","Acetal Pom C Black Rod 20 dia x 1000  L","Acetal",1,1,4.4,,,,,,21,4.4,,,"Rod","Each","dia","20 mm",8.36,1000,,,20,"Rod","Black",,,,,,
2100209,"POMR200-BLK","Acetal Pom C Black Rod 200 dia x 1000  L","Acetal",1,1,389.3,,,,,,21,389.3,,,"Rod","Each","dia","200 mm",622.88,1000,,,200,"Rod","Black",,,,,,
