"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Values","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
2100448,"UH40-REG-1","'UHMWPE Regrind Sheet 1000 x 1000  x 40 T' ","UHMWPE",1,1,261.75,,,,,,21,261.75,,,"Sheet","Each","Thickness","40 mm",471.15,1000,1000,40,,"Sheet","Black",,,,,,
2100449,"UH40-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 40 T","UHMWPE",1,1,785.3,,,,,,21,785.3,,,"Sheet","Each","Thickness","40 mm",1256.48,3000,1000,40,,"Sheet","Black",,,,,,
2100450,"UH50-AS-3","UHMWPE Antistatic Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,1350.95,,,,,,21,1350.95,,,"Sheet","Each","Thickness","50 mm",2161.52,3000,1000,50,,"Sheet","Black",,,,,,
2100451,"UH50-BLK","UHMWPE Black Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,852.3,,,,,,21,852.3,,,"Sheet","Each","Thickness","50 mm",1363.68,2000,1000,50,,"Sheet","Black",,,,,,
2100452,"UH50-BLK-3","UHMWPE Black Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,1278.4,,,,,,21,1278.4,,,"Sheet","Each","Thickness","50 mm",2045.44,3000,1000,50,,"Sheet","Black",,,"Pre-order",,,
2100453,"UH50-BLK-3x1.2","UHMWPE Black Sheet 3050 x 1220  x 50 T","UHMWPE",1,1,1763,,,,,,21,1763,,,"Sheet","Each","Thickness","50 mm",2468.2,3050,1220,50,,"Sheet","Black",,,"Pre-order",,,
2100458,"UH50-REG","UHMWPE Regrind Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,650.1,,,,,,21,650.1,,,"Sheet","Each","Thickness","50 mm",1040.16,2000,1000,50,,"Sheet","Black",,,,,,
2100459,"UH50-REG-1","'UHMWPE Regrind Sheet  1000 x 1000  x 50 T' ","UHMWPE",1,1,325,,,,,,21,325,,,"Sheet","Each","Thickness","50 mm",520,1000,1000,50,,"Sheet","Black",,,,,,
2100460,"UH50-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,975.1,,,,,,21,975.1,,,"Sheet","Each","Thickness","50 mm",1560.16,3000,1000,50,,"Sheet","Black",,,"Pre-order",,,
2100461,"UH60-BLK","UHMWPE Black Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,1052.3,,,,,,21,1052.3,,,"Sheet","Each","Thickness","60 mm",1683.68,2000,1000,60,,"Sheet","Black",,,"Pre-order",,,
2100464,"UH60-REG","UHMWPE Regrind Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,791.7,,,,,,21,791.7,,,"Sheet","Each","Thickness","60 mm",1266.72,2000,1000,60,,"Sheet","Black",,,"Pre-order",,,
2100465,"UH70-BLK","UHMWPE Black Sheet 2000 x 1000  x 70 T","UHMWPE",1,1,1335.9,,,,,,21,1335.9,,,"Sheet","Each","Thickness","70 mm",2137.44,2000,1000,70,,"Sheet","Black",,,,,,
2100467,"UH70-REG","UHMWPE Regrind Sheet 2000 x 1000  x 70 T","UHMWPE",1,1,945.3,,,,,,21,945.3,,,"Sheet","Each","Thickness","70 mm",1512.48,2000,1000,70,,"Sheet","Black",,,,,,
2100468,"UH80-BLK","UHMWPE Black Sheet 2000 x 1000  x 80 T","UHMWPE",1,1,1467.7,,,,,,21,1467.7,,,"Sheet","Each","Thickness","80 mm",2348.32,2000,1000,80,,"Sheet","Black",,,,,,
2100470,"UH80-REG","UHMWPE Regrind Sheet 2000 x 1000  x 80 T","UHMWPE",1,1,1124.8,,,,,,21,1124.8,,,"Sheet","Each","Thickness","80 mm",1799.68,2000,1000,80,,"Sheet","Black",,,,,,
2100471,"UH80-REG-3","UHMWPE Regrind Sheet 3000 x 1000  x 80 T","UHMWPE",1,1,1687.2,,,,,,21,1687.2,,,"Sheet","Each","Thickness","80 mm",2362.08,3000,1000,80,,"Sheet","Black",,,,,,
2100472,"UHMWR-100-BLK","UHMWPE Black Rod 100 dia x 1000  L","UHMWPE",1,1,83.8,,,,,,21,83.8,,,"Rod","Each","dia","100 mm",159.22,1000,,,100,"Rod","Black",,,,,,
2100475,"UHMWR-130-BLK","UHMWPE Black Rod 130 dia x 1000  L","UHMWPE",1,1,141.9,,,,,,21,141.9,,,"Rod","Each","dia","130 mm",255.42,1000,,,130,"Rod","Black",,,,,,
2100478,"UHMWR-150-BLK","UHMWPE Black Rod 150 dia x 1000  L","UHMWPE",1,1,188.6,,,,,,21,188.6,,,"Rod","Each","dia","150 mm",339.48,1000,,,150,"Rod","Black",,,,,,
2100482,"UHMWR-180-BLK","UHMWPE Black Rod 180 dia x 1000  L","UHMWPE",1,1,269.2,,,,,,21,269.2,,,"Rod","Each","dia","180 mm",484.56,1000,,,180,"Rod","Black",,,"Pre-order",,,
2100485,"UHMWR-20-BLK","UHMWPE Black Rod 20 dia x 1000  L","UHMWPE",1,1,3.5,,,,,,21,3.5,,,"Rod","Each","dia","20 mm",6.65,1000,,,20,"Rod","Black",,,"Pre-order",,,
2100487,"UHMWR-200-BLK","UHMWPE Black Rod 200 dia x 1000  L","UHMWPE",1,1,334.1,,,,,,21,334.1,,,"Rod","Each","dia","200 mm",534.56,1000,,,200,"Rod","Black",,,,,,
2100490,"UHMWR-250-BLK","UHMWPE Black Rod 250 dia x 1000  L","UHMWPE",1,1,1064,,,,,,21,1064,,,"Rod","Each","dia","250 mm",1702.4,1000,,,250,"Rod","Black",,,,,,
2100492,"UHMWR-30-BLK","UHMWPE Black Rod 30 dia x 1000  L","UHMWPE",1,1,7.8,,,,,,21,7.8,,,"Rod","Each","dia","30 mm",14.82,1000,,,30,"Rod","Black",,,,,,
2100494,"UHMWR-300-BLK","UHMWPE Black Rod 300 dia x 1000  L","UHMWPE",1,1,1568.9,,,,,,21,1568.9,,,"Rod","Each","dia","300 mm",2196.46,1000,,,300,"Rod","Black",,,"Pre-order",,,
2100496,"UHMWR-40-BLK","UHMWPE Black Rod 40 dia x 1000  L","UHMWPE",1,1,13.2,,,,,,21,13.2,,,"Rod","Each","dia","40 mm",25.08,1000,,,40,"Rod","Black",,,,,,
2100498,"UHMWR-50-BLK","UHMWPE Black Rod 50 dia x 1000  L","UHMWPE",1,1,21,,,,,,21,21,,,"Rod","Each","dia","50 mm",39.9,1000,,,50,"Rod","Black",,,,,,
2100501,"UHMWR-60-BLK","UHMWPE Black Rod 60 dia x 1000  L","UHMWPE",1,1,29.8,,,,,,21,29.8,,,"Rod","Each","dia","60 mm",56.62,1000,,,60,"Rod","Black",,,"Pre-order",,,
2100504,"UHMWR-70-BLK","UHMWPE Black Rod 70 dia x 1000  L","UHMWPE",1,1,40.8,,,,,,21,40.8,,,"Rod","Each","dia","70 mm",77.52,1000,,,70,"Rod","Black",,,,,,
2100507,"UHMWR-80-BLK","UHMWPE Black Rod 80 dia x 1000  L","UHMWPE",1,1,52.9,,,,,,21,52.9,,,"Rod","Each","dia","80 mm",100.51,1000,,,80,"Rod","Black",,,,,,
2100510,"UHMWR-90-BLK","UHMWPE Black Rod 90 dia x 1000  L","UHMWPE",1,1,67.3,,,,,,21,67.3,,,"Rod","Each","dia","90 mm",127.87,1000,,,90,"Rod","Black",,,,,,
2100062,"P08-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 8 T","Heat Stab Nylon",1,1,169,,,,,,21,169,,,"Sheet","Each","Thickness","8 mm",304.2,2000,1000,8,,"Sheet","Blue",,,,,,
2100067,"P10-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 10 T","Heat Stab Nylon",1,1,211,,,,,,21,211,,,"Sheet","Each","Thickness","10 mm",379.8,2000,1000,10,,"Sheet","Blue",,,,,,
2100072,"P100-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 100 T","Heat Stab Nylon",1,1,2112,,,,,,21,2112,,,"Sheet","Each","Thickness","100 mm",2956.8,2000,1000,100,,"Sheet","Blue",,,,,,
2100076,"P12-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 12 T","Heat Stab Nylon",1,1,253,,,,,,21,253,,,"Sheet","Each","Thickness","12 mm",455.4,2000,1000,12,,"Sheet","Blue",,,,,,
2100082,"P15-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 15 T","Heat Stab Nylon",1,1,317,,,,,,21,317,,,"Sheet","Each","Thickness","15 mm",507.2,2000,1000,15,,"Sheet","Blue",,,,,,
2100088,"P20-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 20 T","Heat Stab Nylon",1,1,422,,,,,,21,422,,,"Sheet","Each","Thickness","20 mm",675.2,2000,1000,20,,"Sheet","Blue",,,,,,
2100094,"P25-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 25 T","Heat Stab Nylon",1,1,528,,,,,,21,528,,,"Sheet","Each","Thickness","25 mm",844.8,2000,1000,25,,"Sheet","Blue",,,,,,
2100100,"P30-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 30 T","Heat Stab Nylon",1,1,634,,,,,,21,634,,,"Sheet","Each","Thickness","30 mm",1014.4,2000,1000,30,,"Sheet","Blue",,,,,,
2100106,"P40-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 40 T","Heat Stab Nylon",1,1,845,,,,,,21,845,,,"Sheet","Each","Thickness","40 mm",1352,2000,1000,40,,"Sheet","Blue",,,,,,
2100112,"P50-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 50 T","Heat Stab Nylon",1,1,1056,,,,,,21,1056,,,"Sheet","Each","Thickness","50 mm",1689.6,2000,1000,50,,"Sheet","Blue",,,,,,
2100118,"P60-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 60 T","Heat Stab Nylon",1,1,1267,,,,,,21,1267,,,"Sheet","Each","Thickness","60 mm",2027.2,2000,1000,60,,"Sheet","Blue",,,,,,
2100121,"P70-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 70 T","Heat Stab Nylon",1,1,1479,,,,,,21,1479,,,"Sheet","Each","Thickness","70 mm",2366.4,2000,1000,70,,"Sheet","Blue",,,,,,
2100125,"P80-HS","Heat Stabilised Cast Nylon Sheet 2000 x 1000  x 80 T","Heat Stab Nylon",1,1,1690,,,,,,21,1690,,,"Sheet","Each","Thickness","80 mm",2366,2000,1000,80,,"Sheet","Blue",,,,,,
2100290,"R100-HS","Heat Stabilised Cast Nylon Rod 100 dia x 1000  L","Heat Stab Nylon",1,1,83,,,,,,21,83,,,"Rod","Each","dia","100 mm",157.7,1000,,,100,"Rod","Blue",,,,,,
2100299,"R125-HS","Heat Stabilised Cast Nylon Rod 125 dia x 1000  L","Heat Stab Nylon",1,1,130,,,,,,21,130,,,"Rod","Each","dia","125 mm",234,1000,,,125,"Rod","Blue",,,,,,
2100303,"R130-HS","Heat Stabilised Cast Nylon Rod 130 dia x 1000  L","Heat Stab Nylon",1,1,135.2,,,,,,21,135.2,,,"Rod","Each","dia","130 mm",243.36,1000,,,130,"Rod","Blue",,,,,,
2100308,"R150-HS","Heat Stabilised Cast Nylon Rod 150 dia x 1000  L","Heat Stab Nylon",1,1,187,,,,,,21,187,,,"Rod","Each","dia","150 mm",336.6,1000,,,150,"Rod","Blue",,,,,,
2100312,"R180-HS","Heat Stabilised Cast Nylon Rod 180 dia x 1000  L","Heat Stab Nylon",1,1,269,,,,,,21,269,,,"Rod","Each","dia","180 mm",484.2,1000,,,180,"Rod","Blue",,,,,,
2100315,"R200-HS","Heat Stabilised Cast Nylon Rod 200 dia x 1000  L","Heat Stab Nylon",1,1,332,,,,,,21,332,,,"Rod","Each","dia","200 mm",531.2,1000,,,200,"Rod","Blue",,,,,,
2100318,"R250-HS","Heat Stabilised Cast Nylon Rod 250 dia x 600 L","Heat Stab Nylon",1,1,311,,,,,,21,311,,,"Rod","Each","dia","250 mm",497.6,600,,,250,"Rod","Blue",,,"Pre-order",,,
2100322,"R30-HS","Heat Stabilised Cast Nylon Rod 30 dia x 1000  L","Heat Stab Nylon",1,1,8.4,,,,,,21,8.4,,,"Rod","Each","dia","100 mm",15.96,1000,,,100,"Rod","Blue",,,,,,
2100326,"R300-HS","Heat Stabilised Cast Nylon Rod 300 dia x 600 L","Heat Stab Nylon",1,1,448,,,,,,21,448,,,"Rod","Each","dia","300 mm",716.8,600,,,300,"Rod","Blue",,,,,,
2100330,"R40-HS","Heat Stabilised Cast Nylon Rod 40 dia x 1000  L","Heat Stab Nylon",1,1,13,,,,,,21,13,,,"Rod","Each","dia","30 mm",24.7,1000,,,30,"Rod","Blue",,,,,,
2100335,"R45-HS","Heat Stabilised Cast Nylon Rod 45 dia x 1000  L","Heat Stab Nylon",1,1,14.63,,,,,,21,14.63,,,"Rod","Each","dia","40 mm",27.8,1000,,,40,"Rod","Blue",,,,,,
2100337,"R50-HS","Heat Stabilised Cast Nylon Rod 50 dia x 1000  L","Heat Stab Nylon",1,1,22.12,,,,,,21,22.12,,,"Rod","Each","dia","50 mm",42.03,1000,,,50,"Rod","Blue",,,,,,
2100342,"R60-HS","Heat Stabilised Cast Nylon Rod 60 dia x 1000  L","Heat Stab Nylon",1,1,30,,,,,,21,30,,,"Rod","Each","dia","60 mm",57,1000,,,60,"Rod","Blue",,,,,,
2100348,"R70-HS","Heat Stabilised Cast Nylon Rod 70 dia x 1000  L","Heat Stab Nylon",1,1,41,,,,,,21,41,,,"Rod","Each","dia","70 mm",77.9,1000,,,70,"Rod","Blue",,,,,,
2100354,"R80-HS","Heat Stabilised Cast Nylon Rod 80 dia x 1000  L","Heat Stab Nylon",1,1,53,,,,,,21,53,,,"Rod","Each","dia","80 mm",100.7,1000,,,80,"Rod","Blue",,,,,,
2100359,"R90-HS","Heat Stabilised Cast Nylon Rod 90 dia x 1000  L","Heat Stab Nylon",1,1,67,,,,,,21,67,,,"Rod","Each","dia","90 mm",127.3,1000,,,90,"Rod","Blue",,,,,,
2100063,"P08-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 8 T","Natural Nylon",1,1,169,,,,,,21,169,,,"Sheet","Each","Thickness","8 mm",304.2,2000,1000,8,,"Sheet","Cream",,,,,,
2100068,"P10-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 10 T","Natural Nylon",1,1,227.42,,,,,,21,227.42,,,"Sheet","Each","Thickness","10 mm",409.36,2000,1000,10,,"Sheet","Cream",,,,,,
2100074,"P100-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 100 T","Natural Nylon",1,1,2112,,,,,,21,2112,,,"Sheet","Each","Thickness","100 mm",2956.8,2000,1000,100,,"Sheet","Cream",,,"Pre-order",,,
2100078,"P12-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 12 T","Natural Nylon",1,1,253,,,,,,21,253,,,"Sheet","Each","Thickness","12 mm",455.4,2000,1000,12,,"Sheet","Cream",,,,,,
2100084,"P15-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 15 T","Natural Nylon",1,1,317,,,,,,21,317,,,"Sheet","Each","Thickness","15 mm",507.2,2000,1000,15,,"Sheet","Cream",,,,,,
2100090,"P20-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 20 T","Natural Nylon",1,1,422,,,,,,21,422,,,"Sheet","Each","Thickness","20 mm",675.2,2000,1000,20,,"Sheet","Cream",,,"Pre-order",,,
2100096,"P25-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 25 T","Natural Nylon",1,1,528,,,,,,21,528,,,"Sheet","Each","Thickness","25 mm",844.8,2000,1000,25,,"Sheet","Cream",,,,,,
2100102,"P30-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 30 T","Natural Nylon",1,1,634,,,,,,21,634,,,"Sheet","Each","Thickness","30 mm",1014.4,2000,1000,30,,"Sheet","Cream",,,,,,
2100108,"P40-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 40 T","Natural Nylon",1,1,845,,,,,,21,845,,,"Sheet","Each","Thickness","40 mm",1352,2000,1000,40,,"Sheet","Cream",,,,,,
2100114,"P50-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 50 T","Natural Nylon",1,1,1056,,,,,,21,1056,,,"Sheet","Each","Thickness","50 mm",1689.6,2000,1000,50,,"Sheet","Cream",,,,,,
2100119,"P60-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 60 T","Natural Nylon",1,1,1267,,,,,,21,1267,,,"Sheet","Each","Thickness","60 mm",2027.2,2000,1000,60,,"Sheet","Cream",,,,,,
2100123,"P70-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 70 T","Natural Nylon",1,1,1479,,,,,,21,1479,,,"Sheet","Each","Thickness","70 mm",2366.4,2000,1000,70,,"Sheet","Cream",,,,,,
2100127,"P80-NAT","Natural Cast Nylon Sheet 2000 x 1000  x 80 T","Natural Nylon",1,1,1690,,,,,,21,1690,,,"Sheet","Each","Thickness","80 mm",2366,2000,1000,80,,"Sheet","Cream",,,,,,
2100291,"R100-NAT","Natural Cast Nylon Rod 100 dia x 1000  L","Natural Nylon",1,1,88.9,,,,,,21,88.9,,,"Rod","Each","dia","100 mm",168.91,1000,,,100,"Rod","Cream",,,,,,
2100294,"R110-NAT","Natural Cast Nylon Rod 110 dia x 1000  L","Natural Nylon",1,1,111.1,,,,,,21,111.1,,,"Rod","Each","dia","110 mm",199.98,1000,,,110,"Rod","Cream",,,,,,
2100296,"R120-NAT","Natural Cast Nylon Rod 120 dia x 1000  L","Natural Nylon",1,1,130,,,,,,21,130,,,"Rod","Each","dia","120 mm",234,1000,,,120,"Rod","Cream",,,,,,
2100301,"R125-NAT","Natural Cast Nylon Rod 125 dia x 1000  L","Natural Nylon",1,1,130,,,,,,21,130,,,"Rod","Each","dia","125 mm",234,1000,,,125,"Rod","Cream",,,,,,
2100306,"R140-NAT","Natural Cast Nylon Rod 140 dia x 1000  L","Natural Nylon",1,1,187.3,,,,,,21,187.3,,,"Rod","Each","dia","140 mm",337.14,1000,,,140,"Rod","Cream",,,,,,
2100310,"R150-NAT","Natural Cast Nylon Rod 150 dia x 1000  L","Natural Nylon",1,1,201.22,,,,,,21,201.22,,,"Rod","Each","dia","150 mm",362.2,1000,,,150,"Rod","Cream",,,,,,
2100313,"R180-NAT","Natural Cast Nylon Rod 180 dia x 1000  L","Natural Nylon",1,1,269,,,,,,21,269,,,"Rod","Each","dia","180 mm",484.2,1000,,,180,"Rod","Cream",,,,,,
2100316,"R200-NAT","Natural Cast Nylon Rod 200 dia x 1000  L","Natural Nylon",1,1,358.81,,,,,,21,358.81,,,"Rod","Each","dia","200 mm",574.1,1000,,,200,"Rod","Cream",,,,,,
2100320,"R250-NAT","Natural Cast Nylon Rod 250 dia x 600 L","Natural Nylon",1,1,311,,,,,,21,311,,,"Rod","Each","dia","250 mm",497.6,600,,,250,"Rod","Cream",,,"Pre-order",,,
2100324,"R30-NAT","Natural Cast Nylon Rod 30 dia x 1000  L","Natural Nylon",1,1,8.4,,,,,,21,8.4,,,"Rod","Each","dia","30 mm",15.96,1000,,,30,"Rod","Cream",,,,,,
2100328,"R300-NAT","Natural Cast Nylon Rod 300 dia x 600 L","Natural Nylon",1,1,448,,,,,,21,448,,,"Rod","Each","dia","300 mm",716.8,600,,,300,"Rod","Cream",,,,,,
2100332,"R40-NAT","Natural Cast Nylon Rod 40 dia x 1000  L","Natural Nylon",1,1,13,,,,,,21,13,,,"Rod","Each","dia","40 mm",24.7,1000,,,40,"Rod","Cream",,,,,,
2100338,"R50-NAT","Natural Cast Nylon Rod 50 dia x 1000  L","Natural Nylon",1,1,22.65,,,,,,21,22.65,,,"Rod","Each","dia","50 mm",43.04,1000,,,50,"Rod","Cream",,,,,,
2100344,"R60-NAT","Natural Cast Nylon Rod 60 dia x 1000  L","Natural Nylon",1,1,31.97,,,,,,21,31.97,,,"Rod","Each","dia","60 mm",60.74,1000,,,60,"Rod","Cream",,,,,,
2100350,"R70-NAT","Natural Cast Nylon Rod 70 dia x 1000  L","Natural Nylon",1,1,41,,,,,,21,41,,,"Rod","Each","dia","70 mm",77.9,1000,,,70,"Rod","Cream",,,,,,
2100355,"R80-NAT","Natural Cast Nylon Rod 80 dia x 1000  L","Natural Nylon",1,1,56.87,,,,,,21,56.87,,,"Rod","Each","dia","80 mm",108.05,1000,,,80,"Rod","Cream",,,,,,
2100361,"R90-NAT","Natural Cast Nylon Rod 90 dia x 1000  L","Natural Nylon",1,1,67,,,,,,21,67,,,"Rod","Each","dia","90 mm",127.3,1000,,,90,"Rod","Cream",,,,,,
2100372,"UH08-GRN","UHMWPE Green Sheet 2000 x 1000  x 8 T","UHMWPE",1,1,177.5,,,,,,21,177.5,,,"Sheet","Each","Thickness","8 mm",319.5,2000,1000,8,,"Sheet","Green",,,,,,
2100381,"UH10-GRN","UHMWPE Green Sheet 2000 x 1000  x 10 T","UHMWPE",1,1,206.6,,,,,,21,206.6,,,"Sheet","Each","Thickness","10 mm",371.88,2000,1000,10,,"Sheet","Green",,,"Pre-order",,,
2100393,"UH12-GRN","UHMWPE Green Sheet 2000 x 1000  x 12 T","UHMWPE",1,1,243.4,,,,,,21,243.4,,,"Sheet","Each","Thickness","12 mm",438.12,2000,1000,12,,"Sheet","Green",,,,,,
2100403,"UH15-GRN","UHMWPE Green Sheet 2000 x 1000  x 15 T","UHMWPE",1,1,298.5,,,,,,21,298.5,,,"Sheet","Each","Thickness","15 mm",537.3,2000,1000,15,,"Sheet","Green",,,,,,
2100413,"UH20-GRN","UHMWPE Green Sheet 2000 x 1000  x 20 T","UHMWPE",1,1,372.1,,,,,,21,372.1,,,"Sheet","Each","Thickness","20 mm",595.36,2000,1000,20,,"Sheet","Green",,,"Pre-order",,,
2100423,"UH25-GRN","UHMWPE Green Sheet 2000 x 1000  x 25 T","UHMWPE",1,1,449.9,,,,,,21,449.9,,,"Sheet","Each","Thickness","25 mm",719.84,2000,1000,25,,"Sheet","Green",,,,,,
2100433,"UH30-GRN","UHMWPE Green Sheet 2000 x 1000  x 30 T","UHMWPE",1,1,526.8,,,,,,21,526.8,,,"Sheet","Each","Thickness","30 mm",842.88,2000,1000,30,,"Sheet","Green",,,,,,
2100443,"UH40-GRN","UHMWPE Green Sheet 2000 x 1000  x 40 T","UHMWPE",1,1,694.4,,,,,,21,694.4,,,"Sheet","Each","Thickness","40 mm",1111.04,2000,1000,40,,"Sheet","Green",,,,,,
2100454,"UH50-GRN","UHMWPE Green Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,852.3,,,,,,21,852.3,,,"Sheet","Each","Thickness","50 mm",1363.68,2000,1000,50,,"Sheet","Green",,,"Pre-order",,,
2100462,"UH60-GRN","UHMWPE Green Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,1052.3,,,,,,21,1052.3,,,"Sheet","Each","Thickness","60 mm",1683.68,2000,1000,60,,"Sheet","Green",,,,,,
2100473,"UHMWR-100-GRN","UHMWPE Green Rod 100 dia x 1000  L","UHMWPE",1,1,83.8,,,,,,21,83.8,,,"Rod","Each","dia","100 mm",159.22,1000,,,100,"Rod","Green",,,,,,
2100476,"UHMWR-130-GRN","UHMWPE Green Rod 130 dia x 1000  L","UHMWPE",1,1,141.9,,,,,,21,141.9,,,"Rod","Each","dia","130 mm",255.42,1000,,,130,"Rod","Green",,,,,,
