"APE code","Barcode","Name","Product Type","Can be Sold","Can be Purchased","COST excl GST","AP DISCOUNT %","MARK UP%","Description","Invoicing Policy","Control Purchase Bills","Vendors/ID","Vendors/Price","Routes/ID","Internal Category/ID","Purchase Unit of Measure/ID","Unit of Measure/ID","Attributes/Attribute/ID","Attributes/Values","SALE TOTAL P/S ex GST/DEL/Other","Length","Width (or OD)","Thickness (or ID)","Wall Thickness","Form","Color Code","Warranty","Customer Lead Time","Manufacturing Lead Time","Income Account","Expense Account","Price Difference Account"
2100242,"POMS10-NAT","Acetal Pom C White Sheet 2000 x 1000  x 10 T","Acetal",1,1,247.7,,,,,,21,247.7,,,"Sheet","Each","Thickness","10 mm",445.86,2000,1000,10,,"Sheet","White",,,,,,
2100244,"POMS100-NAT","Acetal Pom C White Sheet 2000 x 1000  x 100 T","Acetal",1,1,2473.5,,,,,,21,2473.5,,,"Sheet","Each","Thickness","100 mm",3462.9,2000,1000,100,,"Sheet","White",,,2,,,
2100246,"POMS12-NAT","Acetal Pom C White Sheet 2000 x 1000  x 12 T","Acetal",1,1,296.4,,,,,,21,296.4,,,"Sheet","Each","Thickness","12 mm",533.52,2000,1000,12,,"Sheet","White",,,"Pre-order",,,
2100248,"POMS15-NAT","Acetal Pom C White Sheet 2000 x 1000  x 15 T","Acetal",1,1,371,,,,,,21,371,,,"Sheet","Each","Thickness","15 mm",593.6,2000,1000,15,,"Sheet","White",,,2,,,
2100250,"POMS20-NAT","Acetal Pom C White Sheet 2000 x 1000  x 20 T","Acetal",1,1,494.3,,,,,,21,494.3,,,"Sheet","Each","Thickness","20 mm",790.88,2000,1000,20,,"Sheet","White",,,15,,,
2100252,"POMS25-NAT","Acetal Pom C White Sheet 2000 x 1000  x 25 T","Acetal",1,1,618.7,,,,,,21,618.7,,,"Sheet","Each","Thickness","25 mm",989.92,2000,1000,25,,"Sheet","White",,,2,,,
2100254,"POMS30-NAT","Acetal Pom C White Sheet 2000 x 1000  x 30 T","Acetal",1,1,741.9,,,,,,21,741.9,,,"Sheet","Each","Thickness","30 mm",1187.04,2000,1000,30,,"Sheet","White",,,3,,,
2100257,"POMS40-NAT","Acetal Pom C White Sheet 2000 x 1000  x 40 T","Acetal",1,1,989.6,,,,,,21,989.6,,,"Sheet","Each","Thickness","40 mm",1583.36,2000,1000,40,,"Sheet","White",,,3,,,
2100260,"POMS50-NAT","Acetal Pom C White Sheet 2000 x 1000  x 50 T","Acetal",1,1,1237.3,,,,,,21,1237.3,,,"Sheet","Each","Thickness","50 mm",1979.68,2000,1000,50,,"Sheet","White",,,2,,,
2100262,"POMS60-NAT","Acetal Pom C White Sheet 2000 x 1000  x 60 T","Acetal",1,1,1483.9,,,,,,21,1483.9,,,"Sheet","Each","Thickness","60 mm",2374.24,2000,1000,60,,"Sheet","White",,,2,,,
2100264,"POMS70-NAT","Acetal Pom C White Sheet 2000 x 1000  x 70 T","Acetal",1,1,1731.6,,,,,,21,1731.6,,,"Sheet","Each","Thickness","70 mm",2424.24,2000,1000,70,,"Sheet","White",,,3,,,
2100266,"POMS80-NAT","Acetal Pom C White Sheet 2000 x 1000  x 80 T","Acetal",1,1,1979.1,,,,,,21,1979.1,,,"Sheet","Each","Thickness","80 mm",2770.74,2000,1000,80,,"Sheet","White",,,3,,,
2100268,"POMS90-NAT","Acetal Pom C White Sheet 2000 x 1000  x 90 T","Acetal",1,1,2226.8,,,,,,21,2226.8,,,"Sheet","Each","Thickness","90 mm",3117.52,2000,1000,90,,"Sheet","White",,,4,,,
2100269,"POMS90-NAT-1","Acetal Pom C White Sheet 1000 x 1000  x 90 T","Acetal",1,1,1113.4,,,,,,21,1113.4,,,"Sheet","Each","Thickness","90 mm",1781.44,1000,1000,90,,"Sheet","White",,,,,,
2100270,"PTFE-VR-100","PTFE Virgin Rod 100 dia x 1000  L","PTFE",1,1,378.4,,,,,,21,378.4,,,"Rod","Each","dia","100 mm",605.44,1000,,,100,"Rod","White",,,"Pre-order",,,
2100271,"PTFE-VR-20","PTFE Virgin Rod 20 dia x 1000  L","PTFE",1,1,13.78,,,,,,21,13.78,,,"Rod","Each","dia","20 mm",26.18,1000,,,20,"Rod","White",,,,,,
2100272,"PTFE-VR-25","PTFE Virgin Rod 25 dia x 1000  L","PTFE",1,1,23.9,,,,,,21,23.9,,,"Rod","Each","dia","25 mm",45.41,1000,,,25,"Rod","White",,,,,,
2100273,"PTFE-VR-30","PTFE Virgin Rod 30 dia x 1000  L","PTFE",1,1,34.5,,,,,,21,34.5,,,"Rod","Each","dia","30 mm",65.55,1000,,,30,"Rod","White",,,"Pre-order",,,
2100274,"PTFE-VR-40","PTFE Virgin Rod 40 dia x 1000  L","PTFE",1,1,60.7,,,,,,21,60.7,,,"Rod","Each","dia","40 mm",115.33,1000,,,40,"Rod","White",,,"Pre-order",,,
2100275,"PTFE-VR-50","PTFE Virgin Rod 50 dia x 1000  L","PTFE",1,1,95.3,,,,,,21,95.3,,,"Rod","Each","dia","50 mm",181.07,1000,,,50,"Rod","White",,,,,,
2100276,"PTFE-VR-60","PTFE Virgin Rod 60 dia x 1000  L","PTFE",1,1,136.8,,,,,,21,136.8,,,"Rod","Each","dia","60 mm",246.24,1000,,,60,"Rod","White",,,,,,
2100277,"PTFE-VR-70","PTFE Virgin Rod 70 dia x 1000  L","PTFE",1,1,185.6,,,,,,21,185.6,,,"Rod","Each","dia","70 mm",334.08,1000,,,70,"Rod","White",,,"Pre-order",,,
2100278,"PTFE-VR-80","PTFE Virgin Rod 80 dia x 1000  L","PTFE",1,1,242.8,,,,,,21,242.8,,,"Rod","Each","dia","80 mm",437.04,1000,,,80,"Rod","White",,,,,,
2100279,"PTFE-VR-90","PTFE Virgin Rod 90 dia x 1000  L","PTFE",1,1,307,,,,,,21,307,,,"Rod","Each","dia","90 mm",491.2,1000,,,90,"Rod","White",,,,,,
2100280,"PTFE-VS-01","PTFE Virgin Sheet 1000  x 1000  x 1 T","PTFE",1,1,48.1,,,,,,21,48.1,,,"Sheet","Each","Thickness","1 mm",91.39,1000,1000,1,,"Sheet","White",,,,,,
2100281,"PTFE-VS-03","PTFE Virgin Sheet 1000  x 1000  x 3 T","PTFE",1,1,151.1,,,,,,21,151.1,,,"Sheet","Each","Thickness","3 mm",271.98,1000,1000,3,,"Sheet","White",,,,,,
2100282,"PTFE-VS-06","PTFE Virgin Sheet 1000  x 1000  x 6 T","PTFE",1,1,302.3,,,,,,21,302.3,,,"Sheet","Each","Thickness","6 mm",544.14,1000,1000,6,,"Sheet","White",,,,,,
2100283,"PTFE-VS-10","PTFE Virgin Sheet 1000  x 1000  x 10 T","PTFE",1,1,503.3,,,,,,21,503.3,,,"Sheet","Each","Thickness","10 mm",805.28,1000,1000,10,,"Sheet","White",,,,,,
2100284,"PTFE-VS-12","PTFE Virgin Sheet 1000  x 1000  x 12 T","PTFE",1,1,604.5,,,,,,21,604.5,,,"Sheet","Each","Thickness","12 mm",967.2,1000,1000,12,,"Sheet","White",,,,,,
2100285,"PTFE-VS-15","PTFE Virgin Sheet 1000  x 1000  x 15 T","PTFE",1,1,755.5,,,,,,21,755.5,,,"Sheet","Each","Thickness","15 mm",1208.8,1000,1000,15,,"Sheet","White",,,,,,
2100286,"PTFE-VS-20","PTFE Virgin Sheet 1000  x 1000  x 20 T","PTFE",1,1,1007.7,,,,,,21,1007.7,,,"Sheet","Each","Thickness","20 mm",1612.32,1000,1000,20,,"Sheet","White",,,,,,
2100287,"PTFE-VS-25","PTFE Virgin Sheet 1000  x 1000  x 25 T","PTFE",1,1,1258.7,,,,,,21,1258.7,,,"Sheet","Each","Thickness","25 mm",2013.92,1000,1000,25,,"Sheet","White",,,,,,
2100288,"PTFE-VS-30","PTFE Virgin Sheet 1000  x 1000  x 30 T","PTFE",1,1,1511,,,,,,21,1511,,,"Rod","Each","Thickness","30 mm",2115.4,1000,1000,30,,"Sheet","White",,,,,,
2100364,"UH05-NAT-3x1.2","UHMWPE White Sheet 3000 x 1200  x 5 T","UHMWPE",1,1,301,,,,,,21,301,,,"Sheet","Each","Thickness","5 mm",541.8,3000,1200,5,,"Sheet","White",,,,,,
2100366,"UH06-NAT","UHMWPE White Sheet 2000 x 1000  x 6 T","UHMWPE",1,1,164.9,,,,,,21,164.9,,,"Sheet","Each","Thickness","6 mm",296.82,2000,1000,6,,"Sheet","White",,,,,,
2100367,"UH06-NAT-3","UHMWPE White Sheet 3000 x 1000  x 6 T","UHMWPE",1,1,247.5,,,,,,21,247.5,,,"Sheet","Each","Thickness","6 mm",445.5,3000,1000,6,,"Sheet","White",,,"Pre-order",,,
2100368,"UH06-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 6 T","UHMWPE",1,1,301,,,,,,21,301,,,"Sheet","Each","Thickness","6 mm",541.8,3050,1220,6,,"Sheet","White",,,,,,
2100373,"UH08-NAT","UHMWPE White Sheet 2000 x 1000  x 8 T","UHMWPE",1,1,165.5,,,,,,21,165.5,,,"Sheet","Each","Thickness","8 mm",297.9,2000,1000,8,,"Sheet","White",,,,,,
2100374,"UH08-NAT-3","UHMWPE White Sheet 3000 x 1000  x 8 T","UHMWPE",1,1,248.2,,,,,,21,248.2,,,"Sheet","Each","Thickness","8 mm",446.76,3000,1000,8,,"Sheet","White",,,,,,
2100375,"UH08-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 8 T","UHMWPE",1,1,352,,,,,,21,352,,,"Sheet","Each","Thickness","8 mm",563.2,3050,1220,8,,"Sheet","White",,,,,,
2100382,"UH10-NAT","UHMWPE White Sheet 2000 x 1000  x 10 T","UHMWPE",1,1,165.5,,,,,,21,165.5,,,"Sheet","Each","Thickness","10 mm",297.9,2000,1000,10,,"Sheet","White",,,,,,
2100383,"UH10-NAT-3","UHMWPE White Sheet 3000 x 1000  x 10 T","UHMWPE",1,1,248.2,,,,,,21,248.2,,,"Sheet","Each","Thickness","10 mm",446.76,3000,1000,10,,"Sheet","White",,,,,,
2100384,"UH10-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 10 T","UHMWPE",1,1,430,,,,,,21,430,,,"Sheet","Each","Thickness","10 mm",731,3050,1220,10,,"Sheet","White",,,,,,
2100388,"UH100-NAT","UHMWPE White Sheet 2000 x 1000  x 100 T","UHMWPE",1,1,1793.2,,,,,,21,1793.2,,,"Sheet","Each","Thickness","100 mm",2510.48,2000,1000,100,,"Sheet","White",,,,,,
2100394,"UH12-NAT","UHMWPE White Sheet 2000 x 1000  x 12 T","UHMWPE",1,1,225,,,,,,21,225,,,"Sheet","Each","Thickness","12 mm",405,2000,1000,12,,"Sheet","White",,,,,,
2100395,"UH12-NAT-3","UHMWPE White Sheet 3000 x 1000  x 12 T","UHMWPE",1,1,337.5,,,,,,21,337.5,,,"Sheet","Each","Thickness","12 mm",540,3000,1000,12,,"Sheet","White",,,,,,
2100396,"UH12-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 12 T","UHMWPE",1,1,506,,,,,,21,506,,,"Sheet","Each","Thickness","12 mm",809.6,3050,1220,12,,"Sheet","White",,,,,,
2100404,"UH15-NAT","UHMWPE White Sheet 2000 x 1000  x 15 T","UHMWPE",1,1,275.8,,,,,,21,275.8,,,"Sheet","Each","Thickness","15 mm",496.44,2000,1000,15,,"Sheet","White",,,,,,
2100405,"UH15-NAT-3","UHMWPE White Sheet 3000 x 1000  x 15 T","UHMWPE",1,1,413.8,,,,,,21,413.8,,,"Sheet","Each","Thickness","15 mm",662.08,3000,1000,15,,"Sheet","White",,,,,,
2100406,"UH15-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 15 T","UHMWPE",1,1,612,,,,,,21,612,,,"Sheet","Each","Thickness","15 mm",979.2,3050,1220,15,,"Sheet","White",,,,,,
2100414,"UH20-NAT","UHMWPE White Sheet 2000 x 1000  x 20 T","UHMWPE",1,1,342.9,,,,,,21,342.9,,,"Sheet","Each","Thickness","20 mm",548.64,2000,1000,20,,"Sheet","White",,,,,,
2100415,"UH20-NAT-3","UHMWPE White Sheet 3000 x 1000  x 20 T","UHMWPE",1,1,514.4,,,,,,21,514.4,,,"Sheet","Each","Thickness","20 mm",823.04,3000,1000,20,,"Sheet","White",,,"Pre-order",,,
2100416,"UH20-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 20 T","UHMWPE",1,1,772,,,,,,21,772,,,"Sheet","Each","Thickness","20 mm",1235.2,3050,1220,20,,"Sheet","White",,,"Pre-order",,,
2100424,"UH25-NAT","UHMWPE White Sheet 2000 x 1000  x 25 T","UHMWPE",1,1,413.2,,,,,,21,413.2,,,"Sheet","Each","Thickness","25 mm",661.12,2000,1000,25,,"Sheet","White",,,,,,
2100425,"UH25-NAT-3","UHMWPE White Sheet 3000 x 1000  x 25 T","UHMWPE",1,1,619.8,,,,,,21,619.8,,,"Sheet","Each","Thickness","25 mm",991.68,3000,1000,25,,"Sheet","White",,,,,,
2100426,"UH25-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 25 T","UHMWPE",1,1,932,,,,,,21,932,,,"Sheet","Each","Thickness","25 mm",1491.2,3050,1220,25,,"Sheet","White",,,,,,
2100434,"UH30-NAT","UHMWPE White Sheet 2000 x 1000  x 30 T","UHMWPE",1,1,483.5,,,,,,21,483.5,,,"Sheet","Each","Thickness","30 mm",773.6,2000,1000,30,,"Sheet","White",,,"Pre-order",,,
2100435,"UH30-NAT-3","UHMWPE White Sheet 3000 x 1000  x 30 T","UHMWPE",1,1,725.3,,,,,,21,725.3,,,"Sheet","Each","Thickness","30 mm",1160.48,3000,1000,30,,"Sheet","White",,,,,,
2100436,"UH30-NAT-3x1.2","UHMWPE Natural Sheet 3050 x 1220  x 30 T","UHMWPE",1,1,1094,,,,,,21,1094,,,"Sheet","Each","Thickness","30 mm",1750.4,3050,1220,30,,"Sheet","White",,,,,,
2100444,"UH40-NAT","UHMWPE White Sheet 2000 x 1000  x 40 T","UHMWPE",1,1,638.2,,,,,,21,638.2,,,"Sheet","Each","Thickness","40 mm",1021.12,2000,1000,40,,"Sheet","White",,,"Pre-order",,,
2100445,"UH40-NAT-3","UHMWPE White Sheet 3000 x 1000  x 40 T","UHMWPE",1,1,957.3,,,,,,21,957.3,,,"Sheet","Each","Thickness","40 mm",1531.68,3000,1000,40,,"Sheet","White",,,,,,
2100446,"UH40-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 40 T","UHMWPE",1,1,1438,,,,,,21,1438,,,"Sheet","Each","Thickness","40 mm",2300.8,3050,1220,40,,"Sheet","White",,,,,,
2100455,"UH50-NAT","UHMWPE White Sheet 2000 x 1000  x 50 T","UHMWPE",1,1,781.9,,,,,,21,781.9,,,"Sheet","Each","Thickness","40 mm",1251.04,2000,1000,40,,"Sheet","White",,,,,,
2100456,"UH50-NAT-3","UHMWPE White Sheet 3000 x 1000  x 50 T","UHMWPE",1,1,1172.9,,,,,,21,1172.9,,,"Sheet","Each","Thickness","50 mm",1876.64,3000,1000,50,,"Sheet","White",,,,,,
2100457,"UH50-NAT-3x1.2","UHMWPE White Sheet 3050 x 1220  x 50 T","UHMWPE",1,1,1763,,,,,,21,1763,,,"Sheet","Each","Thickness","50 mm",2468.2,3050,1220,50,,"Sheet","White",,,,,,
2100463,"UH60-NAT","UHMWPE White Sheet 2000 x 1000  x 60 T","UHMWPE",1,1,964.7,,,,,,21,964.7,,,"Sheet","Each","Thickness","60 mm",1543.52,2000,1000,60,,"Sheet","White",,,,,,
2100466,"UH70-NAT","UHMWPE White Sheet 2000 x 1000  x 70 T","UHMWPE",1,1,1146.4,,,,,,21,1146.4,,,"Sheet","Each","Thickness","70 mm",1834.24,2000,1000,70,,"Sheet","White",,,,,,
2100469,"UH80-NAT","UHMWPE White Sheet 2000 x 1000  x 80 T","UHMWPE",1,1,1350.8,,,,,,21,1350.8,,,"Sheet","Each","Thickness","80 mm",2161.28,2000,1000,80,,"Sheet","White",,,,,,
2100474,"UHMWR-100-NAT","UHMWPE White Rod 100 dia x 1000  L","UHMWPE",1,1,81.6,,,,,,21,81.6,,,"Rod","Each","dia","100 mm",155.04,1000,,,100,"Rod","White",,,,,,
2100477,"UHMWR-130-NAT","UHMWPE White Rod 130 dia x 1000  L","UHMWPE",1,1,138.2,,,,,,21,138.2,,,"Rod","Each","dia","130 mm",248.76,1000,,,130,"Rod","White",,,"Pre-order",,,
2100480,"UHMWR-150-NAT","UHMWPE White Rod 150 dia x 1000  L","UHMWPE",1,1,183,,,,,,21,183,,,"Rod","Each","dia","150 mm",329.4,1000,,,150,"Rod","White",,,,,,
2100481,"UHMWR-160-NAT","UHMWPE White Rod 160 dia x 1000  L","UHMWPE",1,1,219.7,,,,,,21,219.7,,,"Rod","Each","dia","160 mm",395.46,1000,,,160,"Rod","White",,,"Pre-order",,,
2100484,"UHMWR-180-NAT","UHMWPE White Rod 180 dia x 1000  L","UHMWPE",1,1,261.3,,,,,,21,261.3,,,"Rod","Each","dia","180 mm",470.34,1000,,,180,"Rod","White",,,"Pre-order",,,
2100486,"UHMWR-20-NAT","UHMWPE White Rod 20 dia x 1000  L","UHMWPE",1,1,3.5,,,,,,21,3.5,,,"Rod","Each","dia","20 mm",6.65,1000,,,20,"Rod","White",,,,,,
2100489,"UHMWR-200-NAT","UHMWPE White Rod 200 dia x 1000  L","UHMWPE",1,1,326.3,,,,,,21,326.3,,,"Rod","Each","dia","200 mm",522.08,1000,,,200,"Rod","White",,,,,,
2100491,"UHMWR-250-NAT","UHMWPE White Rod 250 dia x 1000  L","UHMWPE",1,1,1000,,,,,,21,1000,,,"Rod","Each","dia","250 mm",1600,1000,,,250,"Rod","White",,,,,,
2100493,"UHMWR-30-NAT","UHMWPE White Rod 30 dia x 1000  L","UHMWPE",1,1,7.8,,,,,,21,7.8,,,"Rod","Each","dia","30 mm",14.82,1000,,,30,"Rod","White",,,,,,
2100495,"UHMWR-300-NAT","UHMWPE White Rod 300 dia x 1000  L","UHMWPE",1,1,1568.9,,,,,,21,1568.9,,,"Rod","Each","dia","300 mm",2196.46,1000,,,300,"Rod","White",,,,,,
2100497,"UHMWR-40-NAT","UHMWPE White Rod 40 dia x 1000  L","UHMWPE",1,1,13.2,,,,,,21,13.2,,,"Rod","Each","dia","40 mm",25.08,1000,,,40,"Rod","White",,,"Pre-order",,,
2100500,"UHMWR-50-NAT","UHMWPE White Rod 50 dia x 1000  L","UHMWPE",1,1,19.8,,,,,,21,19.8,,,"Rod","Each","dia","50 mm",37.62,1000,,,50,"Rod","White",,,,,,
2100503,"UHMWR-60-NAT","UHMWPE White Rod 60 dia x 1000  L","UHMWPE",1,1,29.8,,,,,,21,29.8,,,"Rod","Each","dia","60 mm",56.62,1000,,,60,"Rod","White",,,,,,
2100506,"UHMWR-70-NAT","UHMWPE White Rod 70 dia x 1000  L","UHMWPE",1,1,39.7,,,,,,21,39.7,,,"Rod","Each","dia","70 mm",75.43,1000,,,70,"Rod","White",,,,,,
2100509,"UHMWR-80-NAT","UHMWPE White Rod 80 dia x 1000  L","UHMWPE",1,1,51.9,,,,,,21,51.9,,,"Rod","Each","dia","80 mm",98.61,1000,,,80,"Rod","White",,,,,,
2100512,"UHMWR-90-NAT","UHMWPE White Rod 90 dia x 1000  L","UHMWPE",1,1,66.2,,,,,,21,66.2,,,"Rod","Each","dia","90 mm",125.78,1000,,,90,"Rod","White",,,,,,
2100064,"P08-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 8 T","Oil Filled Nylon",1,1,215.2,,,,,,21,215.2,,,"Sheet","Each","Thickness","8 mm",387.36,2000,1000,8,,"Sheet","Yellow",,,"Pre-order",,,
2100069,"P10-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 10 T","Oil Filled Nylon",1,1,268.99,,,,,,21,268.99,,,"Sheet","Each","Thickness","10 mm",484.18,2000,1000,10,,"Sheet","Yellow",,,,,,
2100079,"P12-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 12 T","Oil Filled Nylon",1,1,322.79,,,,,,21,322.79,,,"Sheet","Each","Thickness","12 mm",516.46,2000,1000,12,,"Sheet","Yellow",,,,,,
2100085,"P15-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 15 T","Oil Filled Nylon",1,1,403.49,,,,,,21,403.49,,,"Sheet","Each","Thickness","15 mm",645.58,2000,1000,15,,"Sheet","Yellow",,,"Pre-order",,,
2100091,"P20-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 20 T","Oil Filled Nylon",1,1,659.4,,,,,,21,659.4,,,"Sheet","Each","Thickness","20 mm",1055.04,2000,1000,20,,"Sheet","Yellow",,,,,,
2100097,"P25-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 25 T","Oil Filled Nylon",1,1,672.49,,,,,,21,672.49,,,"Sheet","Each","Thickness","25 mm",1075.98,2000,1000,25,,"Sheet","Yellow",,,,,,
2100103,"P30-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 30 T","Oil Filled Nylon",1,1,806.98,,,,,,21,806.98,,,"Sheet","Each","Thickness","30 mm",1291.17,2000,1000,30,,"Sheet","Yellow",,,,,,
2100109,"P40-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 40 T","Oil Filled Nylon",1,1,1075.98,,,,,,21,1075.98,,,"Sheet","Each","Thickness","40 mm",1721.57,2000,1000,40,,"Sheet","Yellow",,,,,,
2100115,"P50-OIL","Oil Filled Cast Nylon Sheet 2000 x 1000  x 50 T","Oil Filled Nylon",1,1,1344.97,,,,,,21,1344.97,,,"Sheet","Each","Thickness","50 mm",2151.95,2000,1000,50,,"Sheet","Yellow",,,,,,
2100292,"R100-OIL","Oil Filled Cast Nylon Rod 100 dia x 1000  L","Oil Filled Nylon",1,1,105.59,,,,,,21,105.59,,,"Rod","Each","dia","100 mm",190.06,1000,,,100,"Rod","Yellow",,,,,,
2100295,"R110-OIL","Oil Filled Cast Nylon Rod 110 dia x 1000  L","Oil Filled Nylon",1,1,127.77,,,,,,21,127.77,,,"Rod","Each","dia","110 mm",229.99,1000,,,110,"Rod","Yellow",,,"Pre-order",,,
2100297,"R120-OIL","Oil Filled Nylon Rod 120 dia x 1000  L","Oil Filled Nylon",1,1,152,,,,,,21,152,,,"Rod","Each","dia","120 mm",273.6,1000,,,120,"Rod","Yellow",,,"Pre-order",,,
2100305,"R130-OIL","Oil Filled Nylon Rod 130 dia x 1000  L","Oil Filled Nylon",1,1,178.44,,,,,,21,178.44,,,"Rod","Each","dia","130 mm",321.19,1000,,,130,"Rod","Yellow",,,"Pre-order",,,
2100333,"R40-OIL","Oil Filled Cast Nylon Rod 40 dia x 1000  L","Oil Filled Nylon",1,1,16.91,,,,,,21,16.91,,,"Rod","Each","dia","40 mm",32.13,1000,,,40,"Rod","Yellow",,,,,,
2100339,"R50-OIL","Oil Filled Cast Nylon Rod 50 dia x 1000  L","Oil Filled Nylon",1,1,26.47,,,,,,21,26.47,,,"Rod","Each","dia","50 mm",50.29,1000,,,50,"Rod","Yellow",,,,,,
2100345,"R60-OIL","Oil Filled Cast Nylon Rod 60 dia x 1000  L","Oil Filled Nylon",1,1,38.01,,,,,,21,38.01,,,"Rod","Each","dia","60 mm",72.22,1000,,,60,"Rod","Yellow",,,"Pre-order",,,
2100351,"R70-OIL","Oil Filled Cast Nylon Rod 70 dia x 1000  L","Oil Filled Nylon",1,1,51.79,,,,,,21,51.79,,,"Rod","Each","dia","70 mm",98.4,1000,,,70,"Rod","Yellow",,,,,,
2100356,"R80-OIL","Oil Filled Cast Nylon Rod 80 dia x 1000  L","Oil Filled Nylon",1,1,67.58,,,,,,21,67.58,,,"Rod","Each","dia","80 mm",128.4,1000,,,80,"Rod","Yellow",,,,,,
2100362,"R90-OIL","Oil Filled Cast Nylon Rod 90 dia x 1000  L","Oil Filled Nylon",1,1,85.51,,,,,,21,85.51,,,"Rod","Each","dia","90 mm",162.47,1000,,,90,"Rod","Yellow",,,,,,
